	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Total number correct	Total number incorrect	Youden Index
utahontario1_KEGG_AUTOIMMUNE_THYROID_DISEASE_weka_svm_weights_r_svm_rbf_Training_Data	0.5372549019607844	0.6532258064516129	0.3145161290322581	-0.032258064516129004	25	0.3467741935483871	8.0	2.0	6.0	116.0	79.0	37.0	39.0	2.0	37.0	85.0	79.0	6.0	0.06451612903225806	0.25	0.75	0.9354838709677419	0.6810344827586207	0.31896551724137934	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9294117647058824	0.07058823529411765	81	43	-0.019306184012066296
utahontario1_KEGG_AXON_GUIDANCE_weka_svm_weights_r_svm_rbf	0.5618729096989966	0.4444444444444444	0.36111111111111116	-0.19444444444444442	100	0.5555555555555556	17.0	5.0	12.0	19.0	11.0	8.0	13.0	5.0	8.0	23.0	11.0	12.0	0.4722222222222222	0.29411764705882354	0.7058823529411765	0.5277777777777778	0.5789473684210527	0.42105263157894735	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.4782608695652174	0.5217391304347826	16	20	-0.1371237458193979
utahontario1_KEGG_AXON_GUIDANCE_weka_svm_weights_r_svm_rbf_Training_Data	0.692760180995475	0.7258064516129032	0.3145161290322581	0.040322580645161366	25	0.27419354838709675	15.0	10.0	5.0	109.0	80.0	29.0	39.0	10.0	29.0	85.0	80.0	5.0	0.12096774193548387	0.6666666666666666	0.3333333333333333	0.8790322580645161	0.7339449541284404	0.26605504587155965	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.9411764705882353	0.058823529411764705	90	34	0.19758672699849167
utahontario1_KEGG_BACTERIAL_INVASION_OF_EPITHELIAL_CELLS_weka_svm_weights_r_svm_rbf	0.6120401337792643	0.6111111111111112	0.36111111111111116	-0.02777777777777768	25	0.38888888888888884	9.0	4.0	5.0	27.0	18.0	9.0	13.0	4.0	9.0	23.0	18.0	5.0	0.25	0.4444444444444444	0.5555555555555556	0.75	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.782608695652174	0.21739130434782608	22	14	0.09030100334448177
utahontario1_KEGG_BACTERIAL_INVASION_OF_EPITHELIAL_CELLS_weka_svm_weights_r_svm_rbf_Training_Data	0.7414781297134239	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	20.0	9.0	11.0	104.0	74.0	30.0	39.0	9.0	30.0	85.0	74.0	11.0	0.16129032258064516	0.45	0.55	0.8387096774193549	0.7115384615384616	0.28846153846153844	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.8705882352941177	0.12941176470588237	83	41	0.1013574660633485
utahontario1_KEGG_BASAL_CELL_CARCINOMA_weka_svm_weights_r_svm_rbf	0.5317725752508361	0.5833333333333334	0.36111111111111116	-0.05555555555555547	50	0.41666666666666663	6.0	2.0	4.0	30.0	19.0	11.0	13.0	2.0	11.0	23.0	19.0	4.0	0.16666666666666666	0.3333333333333333	0.6666666666666666	0.8333333333333334	0.6333333333333333	0.36666666666666664	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8260869565217391	0.17391304347826086	21	15	-0.02006688963210701
utahontario1_KEGG_BASAL_CELL_CARCINOMA_weka_svm_weights_r_svm_rbf_Training_Data	0.6271493212669683	0.6532258064516129	0.3145161290322581	-0.032258064516129004	25	0.3467741935483871	20.0	8.0	12.0	104.0	73.0	31.0	39.0	8.0	31.0	85.0	73.0	12.0	0.16129032258064516	0.4	0.6	0.8387096774193549	0.7019230769230769	0.2980769230769231	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.8588235294117647	0.1411764705882353	81	43	0.06395173453996983
utahontario1_KEGG_BASAL_TRANSCRIPTION_FACTORS_weka_svm_weights_r_svm_rbf	0.6321070234113713	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	2.0	1.0	1.0	34.0	22.0	12.0	13.0	1.0	12.0	23.0	22.0	1.0	0.05555555555555555	0.5	0.5	0.9444444444444444	0.6470588235294118	0.35294117647058826	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9565217391304348	0.043478260869565216	23	13	0.03344481605351168
utahontario1_KEGG_BASAL_TRANSCRIPTION_FACTORS_weka_svm_weights_r_svm_rbf_Training_Data	0.5963800904977377	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	12.0	5.0	7.0	112.0	78.0	34.0	39.0	5.0	34.0	85.0	78.0	7.0	0.0967741935483871	0.4166666666666667	0.5833333333333334	0.9032258064516129	0.6964285714285714	0.30357142857142855	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9176470588235294	0.08235294117647059	83	41	0.045852187028657454
utahontario1_KEGG_BASE_EXCISION_REPAIR_weka_svm_weights_r_svm_rbf	0.6655518394648829	0.6944444444444444	0.36111111111111116	0.05555555555555558	25	0.3055555555555556	4.0	3.0	1.0	32.0	22.0	10.0	13.0	3.0	10.0	23.0	22.0	1.0	0.1111111111111111	0.75	0.25	0.8888888888888888	0.6875	0.3125	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.9565217391304348	0.043478260869565216	25	11	0.18729096989966565
utahontario1_KEGG_BASE_EXCISION_REPAIR_weka_svm_weights_r_svm_rbf_Training_Data	0.6102564102564103	0.6693548387096774	0.3145161290322581	-0.016129032258064502	25	0.3306451612903226	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	83	41	-0.02352941176470591
utahontario1_KEGG_BETA_ALANINE_METABOLISM_weka_svm_weights_r_svm_rbf	0.48494983277591974	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_BETA_ALANINE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.3689291101055807	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario1_KEGG_BILE_SECRETION_weka_svm_weights_r_svm_rbf	0.5585284280936454	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_BILE_SECRETION_weka_svm_weights_r_svm_rbf_Training_Data	0.6295625942684766	0.6935483870967742	0.3145161290322581	0.008064516129032362	50	0.30645161290322576	7.0	4.0	3.0	117.0	82.0	35.0	39.0	4.0	35.0	85.0	82.0	3.0	0.056451612903225805	0.5714285714285714	0.42857142857142855	0.9435483870967742	0.7008547008547008	0.29914529914529914	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9647058823529412	0.03529411764705882	86	38	0.06726998491704372
utahontario1_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_weka_svm_weights_r_svm_rbf	0.5351170568561873	0.6388888888888888	0.36111111111111116	0.0	21	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS_weka_svm_weights_r_svm_rbf_Training_Data	0.44343891402714936	0.6854838709677419	0.3145161290322581	0.0	21	0.3145161290322581	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	85	39	0.0
utahontario1_KEGG_BIOTIN_METABOLISM_weka_svm_weights_r_svm_rbf	0.68561872909699	0.6388888888888888	0.36111111111111116	0.0	2	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_BIOTIN_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.379788838612368	0.6693548387096774	0.3145161290322581	-0.016129032258064502	2	0.3306451612903226	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	83	41	-0.02352941176470591
utahontario1_KEGG_BLADDER_CANCER_weka_svm_weights_r_svm_rbf	0.6387959866220736	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	2.0	1.0	1.0	34.0	22.0	12.0	13.0	1.0	12.0	23.0	22.0	1.0	0.05555555555555555	0.5	0.5	0.9444444444444444	0.6470588235294118	0.35294117647058826	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9565217391304348	0.043478260869565216	23	13	0.03344481605351168
utahontario1_KEGG_BLADDER_CANCER_weka_svm_weights_r_svm_rbf_Training_Data	0.6346907993966818	0.6774193548387096	0.3145161290322581	-0.008064516129032251	25	0.32258064516129037	9.0	4.0	5.0	115.0	80.0	35.0	39.0	4.0	35.0	85.0	80.0	5.0	0.07258064516129033	0.4444444444444444	0.5555555555555556	0.9274193548387096	0.6956521739130435	0.30434782608695654	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9411764705882353	0.058823529411764705	84	40	0.043740573152337925
utahontario1_KEGG_BUTANOATE_METABOLISM_weka_svm_weights_r_svm_rbf	0.4648829431438128	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	4.0	2.0	2.0	32.0	21.0	11.0	13.0	2.0	11.0	23.0	21.0	2.0	0.1111111111111111	0.5	0.5	0.8888888888888888	0.65625	0.34375	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9130434782608695	0.08695652173913043	23	13	0.06688963210702337
utahontario1_KEGG_BUTANOATE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.6582202111613876	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	6.0	3.0	3.0	118.0	82.0	36.0	39.0	3.0	36.0	85.0	82.0	3.0	0.04838709677419355	0.5	0.5	0.9516129032258065	0.6949152542372882	0.3050847457627119	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9647058823529412	0.03529411764705882	85	39	0.041628959276018174
utahontario1_KEGG_BUTIROSIN_AND_NEOMYCIN_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf	0.6120401337792643	0.6388888888888888	0.36111111111111116	0.0	5	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_BUTIROSIN_AND_NEOMYCIN_BIOSYNTHESIS_weka_svm_weights_r_svm_rbf_Training_Data	0.42654600301659124	0.6774193548387096	0.3145161290322581	-0.008064516129032251	5	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario1_KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.6521739130434783	0.6666666666666666	0.36111111111111116	0.02777777777777779	25	0.33333333333333337	3.0	2.0	1.0	33.0	22.0	11.0	13.0	2.0	11.0	23.0	22.0	1.0	0.08333333333333333	0.6666666666666666	0.3333333333333333	0.9166666666666666	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.9565217391304348	0.043478260869565216	24	12	0.11036789297658878
utahontario1_KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6660633484162896	0.7258064516129032	0.3145161290322581	0.040322580645161366	25	0.27419354838709675	15.0	10.0	5.0	109.0	80.0	29.0	39.0	10.0	29.0	85.0	80.0	5.0	0.12096774193548387	0.6666666666666666	0.3333333333333333	0.8790322580645161	0.7339449541284404	0.26605504587155965	0.31451612903225806	0.2564102564102564	0.7435897435897436	0.6854838709677419	0.9411764705882353	0.058823529411764705	90	34	0.19758672699849167
utahontario1_KEGG_CAFFEINE_METABOLISM_weka_svm_weights_r_svm_rbf	0.6120401337792643	0.6388888888888888	0.36111111111111116	0.0	6	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_CAFFEINE_METABOLISM_weka_svm_weights_r_svm_rbf_Training_Data	0.4090497737556561	0.6774193548387096	0.3145161290322581	-0.008064516129032251	6	0.32258064516129037	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	84	40	-0.0117647058823529
utahontario1_KEGG_CALCIUM_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.745819397993311	0.6388888888888888	0.36111111111111116	0.0	100	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
utahontario1_KEGG_CALCIUM_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5815987933634993	0.6612903225806451	0.3145161290322581	-0.024193548387096753	100	0.33870967741935487	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	82	42	-0.03529411764705881
utahontario1_KEGG_CARBOHYDRATE_DIGESTION_AND_ABSORPTION_weka_svm_weights_r_svm_rbf	0.5384615384615384	0.6388888888888888	0.36111111111111116	0.0	25	0.36111111111111116	2.0	1.0	1.0	34.0	22.0	12.0	13.0	1.0	12.0	23.0	22.0	1.0	0.05555555555555555	0.5	0.5	0.9444444444444444	0.6470588235294118	0.35294117647058826	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9565217391304348	0.043478260869565216	23	13	0.03344481605351168
utahontario1_KEGG_CARBOHYDRATE_DIGESTION_AND_ABSORPTION_weka_svm_weights_r_svm_rbf_Training_Data	0.6648567119155354	0.7096774193548387	0.3145161290322581	0.024193548387096864	25	0.29032258064516125	9.0	6.0	3.0	115.0	82.0	33.0	39.0	6.0	33.0	85.0	82.0	3.0	0.07258064516129033	0.6666666666666666	0.3333333333333333	0.9274193548387096	0.7130434782608696	0.28695652173913044	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9647058823529412	0.03529411764705882	88	36	0.11855203619909505
utahontario1_KEGG_CARDIAC_MUSCLE_CONTRACTION_weka_svm_weights_r_svm_rbf	0.5852842809364549	0.6111111111111112	0.36111111111111116	-0.02777777777777768	50	0.38888888888888884	13.0	6.0	7.0	23.0	16.0	7.0	13.0	6.0	7.0	23.0	16.0	7.0	0.3611111111111111	0.46153846153846156	0.5384615384615384	0.6388888888888888	0.6956521739130435	0.30434782608695654	0.3611111111111111	0.46153846153846156	0.5384615384615384	0.6388888888888888	0.6956521739130435	0.30434782608695654	22	14	0.15719063545150513
utahontario1_KEGG_CARDIAC_MUSCLE_CONTRACTION_weka_svm_weights_r_svm_rbf_Training_Data	0.632579185520362	0.6854838709677419	0.3145161290322581	0.0	25	0.3145161290322581	28.0	14.0	14.0	96.0	71.0	25.0	39.0	14.0	25.0	85.0	71.0	14.0	0.22580645161290322	0.5	0.5	0.7741935483870968	0.7395833333333334	0.2604166666666667	0.31451612903225806	0.358974358974359	0.6410256410256411	0.6854838709677419	0.8352941176470589	0.16470588235294117	85	39	0.19426847662141777
utahontario1_KEGG_CELL_ADHESION_MOLECULES_CAMS_weka_svm_weights_r_svm_rbf	0.6103678929765887	0.6111111111111112	0.36111111111111116	-0.02777777777777768	50	0.38888888888888884	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	22	14	-0.04347826086956519
utahontario1_KEGG_CELL_ADHESION_MOLECULES_CAMS_weka_svm_weights_r_svm_rbf_Training_Data	0.6346907993966818	0.6693548387096774	0.3145161290322581	-0.016129032258064502	75	0.3306451612903226	14.0	6.0	8.0	110.0	77.0	33.0	39.0	6.0	33.0	85.0	77.0	8.0	0.11290322580645161	0.42857142857142855	0.5714285714285714	0.8870967741935484	0.7	0.3	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9058823529411765	0.09411764705882353	83	41	0.05972850678733033
utahontario1_KEGG_CELL_CYCLE_weka_svm_weights_r_svm_rbf	0.46822742474916385	0.5277777777777778	0.36111111111111116	-0.11111111111111105	25	0.4722222222222222	10.0	3.0	7.0	26.0	16.0	10.0	13.0	3.0	10.0	23.0	16.0	7.0	0.2777777777777778	0.3	0.7	0.7222222222222222	0.6153846153846154	0.38461538461538464	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.6956521739130435	0.30434782608695654	19	17	-0.0735785953177257
utahontario1_KEGG_CELL_CYCLE_weka_svm_weights_r_svm_rbf_Training_Data	0.7001508295625942	0.7096774193548387	0.3145161290322581	0.024193548387096864	50	0.29032258064516125	23.0	13.0	10.0	101.0	75.0	26.0	39.0	13.0	26.0	85.0	75.0	10.0	0.18548387096774194	0.5652173913043478	0.43478260869565216	0.8145161290322581	0.7425742574257426	0.25742574257425743	0.31451612903225806	0.3333333333333333	0.6666666666666666	0.6854838709677419	0.8823529411764706	0.11764705882352941	88	36	0.21568627450980382
utahontario1_KEGG_CHAGAS_DISEASE_AMERICAN_TRYPANOSOMIASIS_weka_svm_weights_r_svm_rbf	0.5852842809364549	0.6666666666666666	0.36111111111111116	0.02777777777777779	100	0.33333333333333337	7.0	4.0	3.0	29.0	20.0	9.0	13.0	4.0	9.0	23.0	20.0	3.0	0.19444444444444445	0.5714285714285714	0.42857142857142855	0.8055555555555556	0.6896551724137931	0.3103448275862069	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.8695652173913043	0.13043478260869565	24	12	0.17725752508361214
utahontario1_KEGG_CHAGAS_DISEASE_AMERICAN_TRYPANOSOMIASIS_weka_svm_weights_r_svm_rbf_Training_Data	0.6588235294117647	0.7419354838709677	0.3145161290322581	0.05645161290322587	75	0.25806451612903225	9.0	8.0	1.0	115.0	84.0	31.0	39.0	8.0	31.0	85.0	84.0	1.0	0.07258064516129033	0.8888888888888888	0.1111111111111111	0.9274193548387096	0.7304347826086957	0.26956521739130435	0.31451612903225806	0.20512820512820512	0.7948717948717948	0.6854838709677419	0.9882352941176471	0.011764705882352941	92	32	0.19336349924585217
utahontario1_KEGG_CHEMOKINE_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf	0.745819397993311	0.7222222222222222	0.36111111111111116	0.08333333333333337	75	0.2777777777777778	7.0	5.0	2.0	29.0	21.0	8.0	13.0	5.0	8.0	23.0	21.0	2.0	0.19444444444444445	0.7142857142857143	0.2857142857142857	0.8055555555555556	0.7241379310344828	0.27586206896551724	0.3611111111111111	0.38461538461538464	0.6153846153846154	0.6388888888888888	0.9130434782608695	0.08695652173913043	26	10	0.2976588628762542
utahontario1_KEGG_CHEMOKINE_SIGNALING_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.675867269984917	0.6693548387096774	0.3145161290322581	-0.016129032258064502	75	0.3306451612903226	20.0	9.0	11.0	104.0	74.0	30.0	39.0	9.0	30.0	85.0	74.0	11.0	0.16129032258064516	0.45	0.55	0.8387096774193549	0.7115384615384616	0.28846153846153844	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.8705882352941177	0.12941176470588237	83	41	0.1013574660633485
utahontario1_KEGG_CHOLINERGIC_SYNAPSE_weka_svm_weights_r_svm_rbf	0.6939799331103679	0.6944444444444444	0.36111111111111116	0.05555555555555558	100	0.3055555555555556	6.0	4.0	2.0	30.0	21.0	9.0	13.0	4.0	9.0	23.0	21.0	2.0	0.16666666666666666	0.6666666666666666	0.3333333333333333	0.8333333333333334	0.7	0.3	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.9130434782608695	0.08695652173913043	25	11	0.2207357859531771
utahontario1_KEGG_CHOLINERGIC_SYNAPSE_weka_svm_weights_r_svm_rbf_Training_Data	0.7266968325791855	0.7096774193548387	0.3145161290322581	0.024193548387096864	25	0.29032258064516125	21.0	12.0	9.0	103.0	76.0	27.0	39.0	12.0	27.0	85.0	76.0	9.0	0.1693548387096774	0.5714285714285714	0.42857142857142855	0.8306451612903226	0.7378640776699029	0.2621359223300971	0.31451612903225806	0.3076923076923077	0.6923076923076923	0.6854838709677419	0.8941176470588236	0.10588235294117647	88	36	0.2018099547511314
utahontario1_KEGG_CHRONIC_MYELOID_LEUKEMIA_weka_svm_weights_r_svm_rbf	0.5284280936454849	0.6944444444444444	0.36111111111111116	0.05555555555555558	25	0.3055555555555556	4.0	3.0	1.0	32.0	22.0	10.0	13.0	3.0	10.0	23.0	22.0	1.0	0.1111111111111111	0.75	0.25	0.8888888888888888	0.6875	0.3125	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.9565217391304348	0.043478260869565216	25	11	0.18729096989966565
utahontario1_KEGG_CHRONIC_MYELOID_LEUKEMIA_weka_svm_weights_r_svm_rbf_Training_Data	0.6796380090497738	0.6612903225806451	0.3145161290322581	-0.024193548387096753	50	0.33870967741935487	9.0	3.0	6.0	115.0	79.0	36.0	39.0	3.0	36.0	85.0	79.0	6.0	0.07258064516129033	0.3333333333333333	0.6666666666666666	0.9274193548387096	0.6869565217391305	0.3130434782608696	0.31451612903225806	0.07692307692307693	0.9230769230769231	0.6854838709677419	0.9294117647058824	0.07058823529411765	82	42	0.0063348416289592535
utahontario1_KEGG_CIRCADIAN_RHYTHM_MAMMAL_weka_svm_weights_r_svm_rbf	0.4581939799331104	0.6388888888888888	0.36111111111111116	0.0	22	0.36111111111111116	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	23	13	0.0
