Pathway	Utah Expression 24vs35 AUCs	Ontario Expression 24vs35 AUCs	Utah Expression 0124vs35 AUCs	Ontario Expression 0124vs35 AUCs	Lim AUCs	Bellacosa Breast AUCs
REACTOME_VPR_MEDIATED_NUCLEAR_IMPORT_OF_PICS	0.6264569	0.3950893	0.6874811	0.4111111	0.8	0.1944444
REACTOME_XENOBIOTICS	0.4924242	0.5820312	0.4069382	0.5460317	0.09333333	0.3333333
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENES_FAMILY	0.298951	0.3649554	0.4690799	0.3666667	0.2266667	0.625
REACTOME_ZINC_TRANSPORTATION	0.3473193	0.3337054	0.3595777	0.6277778	0	0.6111111
SA_B_CELL_RECEPTOR_COMPLEXES	0.5836247	0.7053571	0.6036199	0.5531746	0.8	0.8055556
SA_CASPASE_CASCADE	0.4833916	0.3772321	0.4072398	0.5444444	0.4533333	0.1527778
SA_FAS_SIGNALING	0.4498834	0.5636161	0.7022624	0.5198413	0.48	0.6527778
SA_G1_AND_S_PHASES	0.6724942	0.640067	0.5668175	0.6190476	0.8533333	0.06944444
SA_G2_AND_M_PHASES	0.6847319	0.6741071	0.6657617	0.615873	0.9866667	0.04166667
SA_MMP_CYTOKINE_CONNECTION	0.4070513	0.6450893	0.4371041	0.647619	0.56	0.8194444
SA_PROGRAMMED_CELL_DEATH	0.6066434	0.5167411	0.546003	0.5666667	0.5866667	0.1111111
SA_PTEN_PATHWAY	0.5961538	0.5379464	0.5687783	0.6246032	0.7333333	0.2916667
SA_REG_CASCADE_OF_CYCLIN_EXPR	0.6526807	0.499442	0.4045249	0.5333333	0.4933333	0.4166667
SA_TRKA_RECEPTOR	0.504662	0.4832589	0.4446456	0.5301587	0.6	0.6805556
SIG_BCR_SIGNALING_PATHWAY	0.6322844	0.6037946	0.5960784	0.6142857	0.7866667	0.75
SIG_CD40PATHWAYMAP	0.6043124	0.5479911	0.6223228	0.5507937	0.7733333	0.05555556
SIG_CHEMOTAXIS	0.6806527	0.5396205	0.6657617	0.5865079	0.8	0.7083333
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.7249417	0.5401786	0.6618401	0.5162698	0.7333333	0.6666667
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.6911422	0.4787946	0.5945701	0.5857143	0.8	0.8472222
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	0.6532634	0.4866071	0.560181	0.6666667	0.8	0.7083333
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.7634033	0.5602679	0.6503771	0.5738095	0.8133333	0.7222222
SIG_REGULATION_OF_THE_ACTIN_CYTOSKELETON_BY_RHO_GTPASES	0.6722028	0.5011161	0.6820513	0.4936508	0.7733333	0.7361111
ST_ADRENERGIC	0.4041375	0.4927455	0.4458522	0.5634921	0.8	0.8194444
ST_B_CELL_ANTIGEN_RECEPTOR	0.6751166	0.6551339	0.6087481	0.5547619	0.7866667	0.5277778
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS	0.7115385	0.5680804	0.6021116	0.5404762	0.7733333	0.7222222
ST_ERK1_ERK2_MAPK_PATHWAY	0.7575758	0.5948661	0.640724	0.5595238	0.8	0.7916667
ST_FAS_SIGNALING_PATHWAY	0.6334499	0.4955357	0.6003017	0.5555556	0.76	0.1805556
ST_GA12_PATHWAY	0.5437063	0.7142857	0.5010558	0.6555556	0.8	0.5416667
ST_GA13_PATHWAY	0.6952214	0.577567	0.6316742	0.5293651	0.7866667	0.2222222
ST_GAQ_PATHWAY	0.5973193	0.4866071	0.5758673	0.5801587	0.64	0.2916667
ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.7045455	0.5022321	0.587632	0.5095238	0.48	0.5555556
ST_G_ALPHA_I_PATHWAY	0.6617133	0.5703125	0.5484163	0.6119048	0.6266667	0.875
ST_G_ALPHA_S_PATHWAY	0.532634	0.5959821	0.480543	0.5968254	0.2666667	0.1805556
ST_IL_13_PATHWAY	0.5305944	0.5011161	0.6298643	0.5595238	0.6666667	0.125
ST_INTEGRIN_SIGNALING_PATHWAY	0.740676	0.7254464	0.7037707	0.6111111	0.7733333	0.6527778
ST_INTERFERON_GAMMA_PATHWAY	0.5641026	0.625	0.4211161	0.5928571	0.04	0.4166667
ST_INTERLEUKIN_13_PATHWAY	0.4527972	0.5011161	0.6301659	0.5452381	0.6266667	0.09722222
ST_INTERLEUKIN_4_PATHWAY	0.5658508	0.5206473	0.6003017	0.581746	0.76	0.7222222
ST_JAK_STAT_PATHWAY	0.4018065	0.6272321	0.4244344	0.4103175	0.5333333	0.3055556
ST_JNK_MAPK_PATHWAY	0.6480186	0.5412946	0.6069382	0.484127	0.8133333	0.6666667
ST_MYOCYTE_AD_PATHWAY	0.5183566	0.5647321	0.4174962	0.5666667	0.2133333	0.6388889
ST_P38_MAPK_PATHWAY	0.7027972	0.4899554	0.6965309	0.4960317	0.7866667	0.6666667
ST_PAC1_RECEPTOR_PATHWAY	0.497669	0.5245536	0.4090498	0.4238095	0.5066667	0.5138889
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY	0.719697	0.5742188	0.6300151	0.5944444	0.7866667	0.7361111
ST_STAT3_PATHWAY	0.3712121	0.484375	0.4337858	0.3809524	0.7733333	0.4305556
ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0.6407343	0.609375	0.6187029	0.45	0.6666667	0.125
ST_TYPE_I_INTERFERON_PATHWAY	0.4358974	0.4704241	0.4374057	0.4373016	0.01333333	0.375
ST_T_CELL_SIGNAL_TRANSDUCTION	0.6351981	0.5145089	0.6122172	0.5492063	0.7866667	0.8055556
ST_WNT_BETA_CATENIN_PATHWAY	0.6404429	0.5814732	0.6085973	0.6309524	0.6133333	0.04166667
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	0.6818182	0.4955357	0.5873303	0.5777778	0	0.8888889
Taube_EMT	0.6567599	0.6841518	0.6897436	0.6246032	0.8133333	0.6527778
WNT_SIGNALING	0.6876457	0.6071429	0.70181	0.5507937	0.7466667	0.6388889
