	Utah Expression 24vs35 AUCs	Ontario Expression 24vs35 AUCs	Utah Expression 0124vs35 AUCs	Ontario Expression 0124vs35 AUCs	Lim AUCs	Bellacosa Breast AUCs	Utah Expression 24vs35 PermutedAUCs	Ontario Expression 24vs35 PermutedAUCs	Utah Expression 0124vs35 PermutedAUCs	Ontario Expression 0124vs35 PermutedAUCs	Lim PermutedAUCs	Bellacosa Breast PermutedAUCs	NumControlNonMut	NumControlMut	NumCancerNonMut	NumCancerMut	Utah Exome 24vs35	Rank.p.value	Rank.p.value
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.6888112	0.4341518	0.6907994	0.4690476	0.84	0.5	0.003	0.804	0.002	0.655	0.01	0.512	12	4	15	4	0.998542629838389	0.742370443163129	0.489367142507768
REACTOME_METABOLISM_OF_RNA	0.7179487	0.3169643	0.6547511	0.402381	0.8	0.75	0.001	0.996	0.008	0.929	0.021	0.046	14	2	17	2	0.998542629838389	0.731163570369412	0.492971813163042
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.6043124	0.5083705	0.6751131	0.552381	0.8	0.3472222	0.048	0.447	0.002	0.228	0.03	0.857	15	1	18	1	0.998542629836967	0.762463869525786	0.493514432204868
KEGG_OLFACTORY_TRANSDUCTION	0.5058275	0.4832589	0.592911	0.4460317	0.7733333	0.6944444	0.475	0.605	0.054	0.808	0.033	0.095	1	15	0	19	0.230543358587198	0.738206142011114	0.495300936712426
BIOCARTA_CCR5_PATHWAY	0.5198135	0.5870536	0.6690799	0.5849206	0.76	0.1111111	0.388	0.13	0.002	0.116	0.054	0.999	15	1	17	2	0.392356272835336	0.61837288089754	0.498550800773894
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.6730769	0.5479911	0.5481146	0.7126984	0.76	0.5833333	0.005	0.263	0.208	0.001	0.052	0.301	8	8	11	8	0.998542629838389	0.514732278765671	0.504449694190081
BIOCARTA_CBL_PATHWAY	0.6555944	0.6104911	0.6555053	0.6507937	0.7066667	0.1388889	0.007	0.071	0.004	0.009	0.089	0.996	15	1	18	1	0.998542629836967	0.302026109978715	0.505656289189244
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE	0.6048951	0.5100446	0.6772247	0.5797619	0.7066667	0.75	0.049	0.442	0.002	0.131	0.084	0.064	14	2	19	0	0.999999999670207	0.905558274488984	0.506576230660956
ST_JNK_MAPK_PATHWAY	0.6480186	0.5412946	0.6069382	0.484127	0.8133333	0.6666667	0.013	0.298	0.033	0.589	0.021	0.142	14	2	16	3	0.441554681299689	0.479764075565543	0.507350378673413
REACTOME_TOLL_LIKE_RECEPTOR_9_CASCADE	0.5780886	0.5915179	0.6006033	0.6301587	0.5733333	0.875	0.118	0.108	0.041	0.03	0.34	0.006	13	3	18	1	0.999999002166422	0.807473213813745	0.516348633738374
ST_GAQ_PATHWAY	0.5973193	0.4866071	0.5758673	0.5801587	0.64	0.2916667	0.06	0.583	0.089	0.106	0.19	0.923	16	0	14	5	0.0159255859754158	0.363478010759184	0.516540221898037
BIOCARTA_CCR3_PATHWAY	0.7348485	0.6138393	0.6702866	0.5793651	0.7333333	0.5555556	0.001	0.068	0.003	0.14	0.082	0.369	15	1	18	1	0.998542629836967	0.153437560474495	0.517311567094147
BIOCARTA_DEATH_PATHWAY	0.5827506	0.516183	0.5701357	0.6063492	0.8	0.125	0.101	0.424	0.107	0.075	0.021	0.998	12	4	13	6	0.392434653256401	0.725216199837821	0.517540303259507
REACTOME_TRANSLATION_INITIATION_COMPLEX_FORMATION	0.6952214	0.4441964	0.678733	0.5309524	0.7733333	0.09722222	0.002	0.752	0.001	0.328	0.033	0.999	15	1	17	2	0.392356272835336	0.50501998029286	0.518915508931683
BIOCARTA_ARF_PATHWAY	0.6043124	0.6127232	0.5728507	0.534127	0.8	0.5555556	0.054	0.075	0.11	0.314	0.021	0.384	13	3	14	5	0.326763027852778	0.338441666078588	0.519380133919973
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.7820513	0.6573661	0.6585219	0.5674603	0.7466667	0.6805556	0.001	0.021	0.004	0.166	0.064	0.128	13	3	17	2	0.99854262983839	0.151503874747373	0.52043903428696
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.6800699	0.4324777	0.6642534	0.4888889	0.76	0.9027778	0.002	0.819	0.005	0.584	0.045	0.004	11	5	16	3	0.999998577957277	0.78347373462342	0.524901374908827
BIOCARTA_CACAM_PATHWAY	0.6375291	0.6372768	0.6289593	0.615873	0.1866667	0.4861111	0.014	0.049	0.013	0.047	0.978	0.573	16	0	18	1	0.283260628088936	0.118936321040922	0.52550626048479
REACTOME_CLATHRIN_DERIVED_VESICLE_BUDDING	0.6194639	0.5513393	0.6506787	0.5329365	0.8133333	0.6944444	0.022	0.266	0.005	0.319	0.024	0.105	12	4	18	1	0.999999999671828	0.808287367990402	0.52721890175842
REACTOME_M_G1_TRANSITION	0.618007	0.6049107	0.6524887	0.5674603	0.7733333	0.6527778	0.03	0.095	0.005	0.145	0.033	0.153	13	3	19	0	1	0.725631666286671	0.531065928658497
KEGG_FATTY_ACID_METABOLISM	0.5725524	0.6367188	0.6129713	0.6722222	0.4533333	0.6944444	0.122	0.033	0.031	0.009	0.611	0.105	10	6	13	6	0.998542629838389	0.555646710710022	0.53591409499564
REACTOME_P2Y_RECEPTORS	0.525641	0.4503348	0.575264	0.6	0.3733333	0.8055556	0.366	0.751	0.092	0.083	0.816	0.023	16	0	19	0	NA	0.939663713979938	0.536063782109074
BIOCARTA_NFKB_PATHWAY	0.6241259	0.4676339	0.6374057	0.6079365	0.8	0	0.025	0.663	0.007	0.057	0.029	1	15	1	18	1	0.998542629836967	0.800087259611689	0.536262636102042
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	0.6083916	0.4095982	0.5110106	0.6198413	0.4133333	0.7916667	0.043	0.874	0.415	0.041	0.727	0.024	16	0	19	0	NA	0.854338889425861	0.538261290154316
REACTOME_FRS2_MEDIATED_ACTIVATION	0.6171329	0.5658482	0.5674208	0.5515873	0.7466667	0.75	0.034	0.207	0.101	0.24	0.055	0.054	16	0	19	0	NA	0.457094415803321	0.538669308591707
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	0.4842657	0.4174107	0.4748115	0.5825397	0.5466667	0.8333333	0.594	0.869	0.68	0.119	0.406	0.012	15	1	16	3	0.299008846014946	0.892530880889537	0.540218893882099
KEGG_MINERAL_ABSORPTION	0.6215035	0.5379464	0.6856712	0.4904762	0.6666667	0.6111111	0.029	0.331	0.001	0.566	0.156	0.267	13	3	13	6	0.299017182565478	0.467620855559492	0.540760390134049
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE	0.4810606	0.453125	0.5891403	0.5452381	0.6933333	0.8333333	0.611	0.711	0.061	0.282	0.117	0.014	15	1	17	2	0.392356272835336	0.909676212799074	0.542082612142283
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	0.6689977	0.4101562	0.6651584	0.5746032	0.7466667	0	0.002	0.894	0.001	0.153	0.06	1	15	1	17	2	0.392356272835336	0.557046360004851	0.542792063995652
BIOCARTA_PDGF_PATHWAY	0.6952214	0.6651786	0.6742081	0.5547619	0.6933333	0.625	0.001	0.015	0.001	0.237	0.108	0.216	12	4	16	3	0.998542629838389	0.116287897233051	0.542861610394388
BIOCARTA_LONGEVITY_PATHWAY	0.6625874	0.4899554	0.6975867	0.5246032	0.72	0.08333333	0.001	0.542	0.001	0.373	0.075	1	16	0	17	2	0.126223639753789	0.134484853830965	0.545359190735592
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA	0.587704	0.4927455	0.625641	0.5626984	0.8	0.2777778	0.077	0.529	0.015	0.198	0.03	0.925	16	0	19	0	NA	0.77858904253941	0.545781716622105
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.5393357	0.5195312	0.6401207	0.5190476	0.08	0.7916667	0.262	0.401	0.003	0.409	1	0.021	15	1	16	3	0.299008846014946	0.683399018007904	0.548673534373869
BIOCARTA_AGPCR_PATHWAY	0.5017483	0.6729911	0.614178	0.65	0.1333333	0.5416667	0.497	0.012	0.012	0.016	0.999	0.409	16	0	19	0	NA	0.391793448893073	0.549888213144453
REACTOME_GLUCOSE_TRANSPORT	0.6445221	0.3716518	0.6211161	0.5269841	0.76	0.625	0.018	0.958	0.015	0.371	0.047	0.201	14	2	15	4	0.325413189762337	0.744717606675111	0.551264076261418
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_COMPLEX	0.4038462	0.40625	0.5463047	0.5873016	0.9066667	0.5555556	0.938	0.884	0.22	0.113	0.003	0.379	15	1	19	0	0.999999002165685	0.994369076334078	0.552173470993144
REACTOME_CD28_CO_STIMULATION	0.6142191	0.4620536	0.5797888	0.4960317	0.7733333	0.3888889	0.04	0.702	0.077	0.516	0.035	0.796	16	0	15	4	0.0348849651021161	0.401076882900909	0.552249933583948
KEGG_TYROSINE_METABOLISM	0.6322844	0.59375	0.571644	0.7230159	0.6666667	0.2083333	0.02	0.129	0.102	0.001	0.161	0.982	15	1	16	3	0.299008846014946	0.258738768348843	0.55547120756678
BIOCARTA_SET_PATHWAY	0.5122378	0.6445312	0.3927602	0.6412698	0.7733333	0.1944444	0.433	0.024	0.971	0.025	0.044	0.979	15	1	15	4	0.147932152047134	0.238255794142895	0.556225259384911
REACTOME_AUTODEGRADATION_OF_CDH1_BY_CDH1_APC	0.6442308	0.40625	0.6171946	0.5531746	0.7866667	0.75	0.009	0.904	0.024	0.219	0.026	0.055	13	3	19	0	1	0.937113418820731	0.558895289907255
REACTOME_PI3K_CASCADE	0.597028	0.6607143	0.5357466	0.5706349	0.7466667	0.75	0.064	0.016	0.281	0.167	0.063	0.048	14	2	16	3	0.441554681299689	0.289801537960852	0.56182715942712
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.7365967	0.5479911	0.5303167	0.5896825	0.7066667	0.6666667	0.001	0.259	0.312	0.103	0.085	0.161	12	4	12	7	0.299017324688537	0.151038126212548	0.562425262838291
REACTOME_SIGNALING_BY_PDGF	0.6596737	0.5373884	0.584917	0.4642857	0.84	0.8055556	0.004	0.312	0.063	0.691	0.016	0.027	10	6	14	5	0.99854262983839	0.582041794748283	0.563569396758327
REACTOME_SNRNP_ASSEMBLY	0.7205711	0.3158482	0.6702866	0.3777778	0.8	0.6388889	0.001	0.992	0.003	0.958	0.027	0.185	15	1	18	1	0.998542629836967	0.672979740918902	0.568592582161653
BIOCARTA_GATA3_PATHWAY	0.4341492	0.6149554	0.5457014	0.6468254	0.6266667	0.2638889	0.859	0.072	0.206	0.007	0.206	0.951	16	0	18	1	0.283260628088936	0.507679164368734	0.568868228234306
KEGG_VIBRIO_CHOLERAE_INFECTION	0.6960956	0.641183	0.6417798	0.7039683	0.5066667	0.5694444	0.001	0.042	0.011	0.002	0.479	0.36	13	3	17	2	0.99854262983839	0.190359758689069	0.571257126495162
BIOCARTA_EGF_PATHWAY	0.7698135	0.6763393	0.7168929	0.5488095	0.7466667	0.6805556	0.001	0.006	0.002	0.249	0.056	0.121	12	4	17	2	0.999999002165685	0.158427778565679	0.573882819770169
BIOCARTA_ATRBRCA_PATHWAY	0.6561772	0.6439732	0.639819	0.6333333	0.4	0.1666667	0.01	0.029	0.01	0.029	0.738	0.987	15	1	16	3	0.299008846014946	0.103080671338459	0.575318159813477
ST_GA13_PATHWAY	0.6952214	0.577567	0.6316742	0.5293651	0.7866667	0.2222222	0.001	0.171	0.01	0.331	0.033	0.975	15	1	16	3	0.299008846014946	0.0981632698606286	0.576259424510187
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	0.5868298	0.5479911	0.6316742	0.65	0.8	0.125	0.078	0.267	0.013	0.017	0.025	1	15	1	19	0	0.999999002165685	0.846512894792825	0.581742660404805
KEGG_BUTANOATE_METABOLISM	0.6334499	0.4799107	0.6844646	0.5333333	0.5333333	0.5277778	0.019	0.618	0.001	0.302	0.436	0.448	13	3	14	5	0.326763027852778	0.623634284201466	0.582182082394592
BIOCARTA_BCELLSURVIVAL_PATHWAY	0.4857226	0.6227679	0.6214178	0.5460317	0.72	0.6527778	0.591	0.046	0.017	0.233	0.07	0.173	14	2	16	3	0.441554681299689	0.579387673966444	0.582335649800725
BIOCARTA_TRKA_PATHWAY	0.5649767	0.6813616	0.4660633	0.6642857	0.3866667	0.4305556	0.174	0.013	0.732	0.012	0.782	0.683	16	0	17	2	0.126223639753789	0.138237758468145	0.58276077794125
REACTOME_BETACATENIN_PHOSPHORYLATION_CASCADE	0.6013986	0.4308036	0.5794872	0.5015873	0.76	0.8055556	0.066	0.812	0.084	0.511	0.046	0.023	16	0	19	0	NA	0.866307280871415	0.584698705530975
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT	0.4892191	0.6361607	0.5113122	0.6285714	0.7466667	0	0.523	0.036	0.408	0.032	0.058	1	16	0	17	2	0.126223639753789	0.247740082851672	0.585022504737241
BIOCARTA_PS1_PATHWAY	0.4195804	0.5245536	0.53273	0.5230159	0.8	0.6388889	0.911	0.394	0.283	0.389	0.023	0.191	15	1	17	2	0.392356272835336	0.869984415494852	0.585514124324301
REACTOME_PACKAGING_OF_TELOMERE_ENDS	0.6844406	0.6997768	0.6607843	0.5968254	0.7733333	0	0.002	0.006	0.002	0.075	0.032	1	13	3	17	2	0.99854262983839	0.16259034074701	0.586771532428137
KEGG_PROTEIN_EXPORT	0.5571096	0.6116071	0.627451	0.6865079	0.7733333	0.2083333	0.185	0.064	0.012	0.005	0.035	0.977	10	6	18	1	1	0.821616417350491	0.587059740399402
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.5944056	0.5	0.680543	0.5253968	0.72	0.7638889	0.073	0.53	0.002	0.379	0.075	0.046	11	5	16	3	0.999998577957277	0.907195063060322	0.591452393375969
BIOCARTA_ARENRF2_PATHWAY	0.5745921	0.7075893	0.6078431	0.6468254	0.4933333	0.4861111	0.119	0.007	0.035	0.021	0.521	0.57	16	0	19	0	NA	0.235722799519356	0.592019579318218
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_ALPHA	0.481352	0.6171875	0.6146305	0.5793651	0.7466667	0.6666667	0.623	0.065	0.032	0.128	0.057	0.152	14	2	17	2	0.998542629838389	0.758379642989548	0.592872102733457
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR	0.5847902	0.6138393	0.6211161	0.65	0.64	0	0.104	0.071	0.017	0.024	0.185	1	16	0	18	1	0.283260628088936	0.28586211956465	0.59289126779695
BIOCARTA_ATM_PATHWAY	0.6078089	0.6305804	0.6223228	0.5730159	0.7066667	0	0.036	0.048	0.021	0.148	0.085	1	15	1	14	5	0.0878934421477746	0.0851398932776852	0.596045956000792
BIOCARTA_TNFR2_PATHWAY	0.6282051	0.5485491	0.5897436	0.5277778	0.8133333	0	0.015	0.257	0.049	0.333	0.021	1	15	1	15	4	0.147932152047134	0.221965363929324	0.59771006011462
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.7400932	0.5234375	0.6618401	0.568254	0.76	0.2916667	0.001	0.403	0.005	0.16	0.05	0.932	12	4	14	5	0.524559699874622	0.347539460439163	0.597712048594643
SA_MMP_CYTOKINE_CONNECTION	0.4070513	0.6450893	0.4371041	0.647619	0.56	0.8194444	0.939	0.026	0.873	0.018	0.38	0.021	15	1	18	1	0.998542629836967	0.704809809202608	0.59867816776707
REACTOME_CLASSICAL_ANTIBODY_MEDIATED_COMPLEMENT_ACTIVATION	0.4201632	0.4810268	0.5429864	0.4309524	0.8133333	0.4444444	0.888	0.599	0.212	0.855	0.022	0.678	16	0	17	2	0.126223639753789	0.770366762815626	0.600089868967803
KEGG_N_GLYCAN_BIOSYNTHESIS	0.6153846	0.5396205	0.5432881	0.581746	0.7733333	0.75	0.045	0.316	0.226	0.118	0.046	0.048	10	6	14	5	0.99854262983839	0.785159510411843	0.601036411179068
REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS	0.6515152	0.5920759	0.6346908	0.6043651	0.8	0.01388889	0.009	0.113	0.012	0.081	0.028	1	15	1	18	1	0.998542629836967	0.378117920631696	0.605456385352962
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.6270396	0.6674107	0.5556561	0.6357143	0.1333333	0.6944444	0.022	0.026	0.162	0.03	0.997	0.101	15	1	17	2	0.392356272835336	0.195559969422122	0.611491401666661
BIOCARTA_BARRESTIN_PATHWAY	0.5378788	0.5301339	0.5556561	0.5587302	0.5866667	0.8611111	0.286	0.344	0.17	0.202	0.296	0.011	16	0	19	0	NA	0.797987964436145	0.613719169356282
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.5961538	0.5552455	0.6307692	0.5015873	0.7866667	0.7777778	0.069	0.264	0.011	0.513	0.032	0.036	15	1	19	0	0.999999002165685	0.833731532765268	0.61459601897888
REACTOME_ERK_MAPK_TARGETS	0.6369464	0.5758929	0.6162896	0.5309524	0.7733333	0.7916667	0.012	0.168	0.021	0.346	0.038	0.022	15	1	19	0	0.999999002165685	0.638811069897325	0.61875165347769
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	0.5827506	0.6149554	0.5553544	0.6746032	0.7866667	0.2916667	0.073	0.08	0.164	0.004	0.03	0.928	15	1	19	0	0.999999002165685	0.709032883828639	0.61957698956641
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.6136364	0.625	0.5897436	0.5444444	0.9333333	0.1805556	0.028	0.052	0.05	0.276	0.003	0.991	13	3	15	4	0.479819232415823	0.332539653012075	0.620803956376465
BIOCARTA_SPRY_PATHWAY	0.5763403	0.6049107	0.6003017	0.5936508	0.8	0.3055556	0.127	0.083	0.054	0.09	0.023	0.909	14	2	18	1	0.998542631568869	0.722991693786947	0.621024416772362
SIG_CD40PATHWAYMAP	0.6043124	0.5479911	0.6223228	0.5507937	0.7733333	0.05555556	0.051	0.277	0.018	0.222	0.036	1	13	3	12	7	0.148268988981226	0.353829152390066	0.62124789471957
REACTOME_PHASE_1_FUNCTIONALIZATION	0.6177156	0.6183036	0.6307692	0.6730159	0	0.5555556	0.03	0.068	0.013	0.006	1	0.361	15	1	18	1	0.998542629836967	0.42876224629641	0.621465857333441
BIOCARTA_CYTOKINE_PATHWAY	0.4125874	0.4207589	0.5963801	0.6063492	0.5733333	0.7777778	0.902	0.854	0.05	0.063	0.343	0.032	14	2	18	1	0.998542631568869	0.990967527579669	0.62796273439457
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	0.5576923	0.5256696	0.572549	0.5444444	0.8	0.25	0.203	0.402	0.099	0.259	0.021	0.966	15	1	17	2	0.392356272835336	0.750716642649985	0.631003426078412
KEGG_OTHER_TYPES_OF_O_GLYCAN_BIOSYNTHESIS	0.6585082	0.4921875	0.4965309	0.5531746	0.6266667	0.9166667	0.007	0.547	0.534	0.212	0.214	0.002	14	2	16	3	0.441554681299689	0.565496337817293	0.631737164232325
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0.3776224	0.3989955	0.4561086	0.3880952	0.8	0.5972222	0.976	0.905	0.777	0.942	0.023	0.276	16	0	17	2	0.126223639753789	0.88013812572244	0.632427350208521
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.6719114	0.5770089	0.6033183	0.6047619	0.52	0.875	0.006	0.183	0.04	0.067	0.475	0.007	14	2	19	0	0.999999999670207	0.647782289206052	0.63567749086369
REACTOME_GLUCOSE_AND_OTHER_SUGAR_SLC_TRANSPORTERS	0.5745921	0.6082589	0.6383107	0.5849206	0.3066667	0.8611111	0.139	0.086	0.006	0.111	0.886	0.01	7	9	15	4	1	0.830432923816056	0.63694379376046
REACTOME_GLUCONEOGENESIS	0.6311189	0.5440848	0.6313725	0.5730159	0.72	0.2222222	0.023	0.285	0.013	0.168	0.081	0.981	15	1	16	3	0.299008846014946	0.388394994076919	0.639743472003641
BIOCARTA_EPONFKB_PATHWAY	0.479021	0.5747768	0.5834087	0.584127	0.68	0.5833333	0.638	0.164	0.081	0.107	0.138	0.297	15	1	17	2	0.392356272835336	0.697378430164002	0.640092728200479
REACTOME_GAP_JUNCTION_TRAFFICKING	0.4271562	0.4129464	0.5269985	0.6507937	0.6933333	0.7361111	0.894	0.855	0.314	0.015	0.105	0.064	13	3	18	1	0.999999002166422	0.994760511955675	0.642640202841281
REACTOME_MRNA_3_END_PROCESSING	0.6637529	0.3694196	0.6374057	0.4730159	0.84	0.1388889	0.005	0.961	0.01	0.632	0.011	0.996	14	2	16	3	0.441554681299689	0.719456781668867	0.643129529775962
REACTOME_MYD88_CASCADE	0.5588578	0.6261161	0.5366516	0.6111111	0.68	0.8333333	0.188	0.044	0.262	0.052	0.141	0.012	13	3	18	1	0.999999002166422	0.756074202642384	0.643871362129179
SA_PTEN_PATHWAY	0.5961538	0.5379464	0.5687783	0.6246032	0.7333333	0.2916667	0.065	0.302	0.13	0.031	0.078	0.916	14	2	16	3	0.441554681299689	0.637033952966502	0.645148832114631
REACTOME_GS_ALPHA_MEDIATED_EVENTS_IN_GLUCAGON_SIGNALLING	0.6491841	0.6160714	0.6437406	0.6063492	0.7866667	0	0.011	0.062	0.009	0.069	0.038	1	15	1	18	1	0.998542629836967	0.321373656212826	0.646127342243864
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	0.6013986	0.6149554	0.6690799	0.5849206	0.7733333	0	0.063	0.075	0.002	0.131	0.042	1	15	1	18	1	0.998542629836967	0.509279928947332	0.64689655638499
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	0.5897436	0.6110491	0.59819	0.6785714	0.68	0.4027778	0.082	0.069	0.046	0.008	0.13	0.736	11	5	15	4	0.998542629838389	0.595560468420122	0.647352286857836
REACTOME_SIGNALING_BY_ROBO_RECEPTOR	0.6095571	0.4073661	0.5641026	0.5214286	0.7733333	0.5277778	0.035	0.895	0.131	0.391	0.041	0.472	14	2	14	5	0.230558918839363	0.648970810076454	0.647370954047362
BIOCARTA_GABA_PATHWAY	0.5844988	0.4665179	0.5957768	0.5761905	0.8133333	0	0.104	0.679	0.041	0.138	0.015	1	15	1	18	1	0.998542629836967	0.887673969660222	0.647479393963219
KEGG_GLUTATHIONE_METABOLISM	0.5818765	0.6026786	0.6328808	0.5984127	0.6	0.6666667	0.111	0.103	0.012	0.086	0.264	0.135	13	3	17	2	0.99854262983839	0.714494004757587	0.64754913684376
REACTOME_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.4289044	0.4051339	0.4956259	0.6126984	0.78	0.2083333	0.859	0.903	0.549	0.06	0.035	0.98	13	3	14	5	0.326763027852778	0.949846383294104	0.652065006125331
REACTOME_TOLL_LIKE_RECEPTOR_4_CASCADE	0.5314685	0.6138393	0.5740573	0.6357143	0.72	0.5972222	0.322	0.064	0.098	0.025	0.094	0.292	13	3	17	2	0.99854262983839	0.740152276536529	0.653940743095402
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.4184149	0.3833705	0.4090498	0.7634921	0.2266667	0.7222222	0.897	0.952	0.952	0.001	0.968	0.068	14	2	16	3	0.441554681299689	0.973126375726974	0.657849521675759
REACTOME_G2_M_CHECKPOINTS	0.6701632	0.5357143	0.5809955	0.5452381	0.8	0.3611111	0.004	0.324	0.09	0.304	0.029	0.849	14	2	15	4	0.325413189762337	0.310132447180655	0.660151007008978
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.6346154	0.4542411	0.6084465	0.5357143	0.6933333	0.8333333	0.014	0.725	0.033	0.279	0.102	0.01	14	2	18	1	0.998542631568869	0.867880983225494	0.66233039612788
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.467366	0.5284598	0.4479638	0.4825397	0.3733333	0.875	0.694	0.345	0.817	0.615	0.784	0.006	16	0	16	3	0.0584014564040313	0.5300725542442	0.667090313678754
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	0.6066434	0.5993304	0.5638009	0.5126984	0.8	0.7916667	0.049	0.111	0.147	0.429	0.018	0.027	13	3	19	0	1	0.778788847399488	0.667223589888258
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS	0.4300699	0.4268973	0.5822021	0.65	0.08	0.875	0.862	0.826	0.086	0.016	0.997	0.007	13	3	19	0	1	0.995659049357729	0.667329762342956
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.6532634	0.3989955	0.6105581	0.4619048	0.5066667	0.7638889	0.005	0.912	0.02	0.697	0.495	0.041	16	0	18	1	0.283260628088936	0.514952979928574	0.667417220035209
REACTOME_ERKS_ARE_INACTIVATED	0.3971445	0.5602679	0.5909502	0.5349206	0.7733333	0.7638889	0.953	0.203	0.057	0.331	0.032	0.042	15	1	19	0	0.999999002165685	0.950234144132832	0.670848359221742
REACTOME_PLC_BETA_MEDIATED_EVENTS	0.5314685	0.4854911	0.4880845	0.5960317	0.7466667	0.3472222	0.322	0.595	0.588	0.089	0.056	0.855	15	1	16	3	0.299008846014946	0.786329079206299	0.671346686912236
REACTOME_RNA_POLYMERASE_I_PROMOTER_OPENING	0.6614219	0.5658482	0.6334842	0.552381	0.8666667	0.1666667	0.003	0.193	0.012	0.212	0.003	0.989	13	3	18	1	0.999999002166422	0.568387640586216	0.671795801308482
KEGG_BILE_SECRETION	0.6083916	0.5217634	0.613273	0.5190476	0.72	0.8055556	0.046	0.403	0.025	0.405	0.074	0.023	11	5	14	5	0.998542629838389	0.792416257324503	0.673978758861719
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.5477855	0.5658482	0.5324284	0.5301587	0.7466667	0.6527778	0.229	0.212	0.279	0.324	0.054	0.161	13	3	13	6	0.299017182565478	0.575847040483518	0.67399791159316
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.6421911	0.5747768	0.5701357	0.5460317	0.6533333	0.7777778	0.01	0.139	0.12	0.271	0.172	0.023	14	2	16	3	0.441554681299689	0.329885017032123	0.674220704644847
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	0.4446387	0.5591518	0.4401207	0.5380952	0.7866667	0.25	0.796	0.235	0.851	0.293	0.028	0.966	16	0	17	2	0.126223639753789	0.546011939008005	0.674793464876309
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.6392774	0.6651786	0.4410256	0.6722222	0.2933333	0.1388889	0.013	0.013	0.84	0.012	0.902	0.994	16	0	16	3	0.0584014564040313	0.0257625755949873	0.679925715291065
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS	0.6509324	0.3973214	0.5031674	0.5722222	0.1333333	0.9583333	0.01	0.911	0.488	0.151	0.998	0.001	14	2	16	3	0.441554681299689	0.749345086141398	0.679995291046326
REACTOME_APCDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	0.6888112	0.5122768	0.6117647	0.6079365	0.7733333	0.3333333	0.001	0.451	0.036	0.057	0.034	0.886	15	1	19	0	0.999999002165685	0.592938695915453	0.680105925280428
