	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCA	Number instances predicted as dependent variable class BRCA correctly	Number instances predicted as dependent variable class BRCA incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCA	Number instances with dependent variable class BRCA predicted correctly	Number instances with dependent variable class BRCA predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCA	Proportion instances predicted as dependent variable class BRCA correctly	Proportion instances predicted as dependent variable class BRCA incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCA	Proportion instances with dependent variable class BRCA predicted correctly	Proportion instances with dependent variable class BRCA predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
Visvader_BIOCARTA_CHREBP2_PATHWAY_weka_svm_weights_r_svm_rbf	0.7066666666666667	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.3185232462952087	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	82.44131080581872	0.3965185195940719	91.44615734537545	16	4	0.19999999999999996
Visvader_BIOCARTA_CK1_PATHWAY_weka_svm_weights_r_svm_rbf	0.3333333333333333	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.3967291839662287	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	102.6828476147886	0.4758829846695247	109.74940171426702	14	6	-0.06666666666666665
Visvader_BIOCARTA_CLASSIC_PATHWAY_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.2948990044485049	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	76.32680115137774	0.37324062388304236	86.07774702234885	16	4	0.3333333333333335
Visvader_BIOCARTA_COMP_PATHWAY_weka_svm_weights_r_svm_rbf	0.76	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.29741433620631386	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	76.97782819457535	0.36884709541374516	85.06449978205337	16	4	0.3333333333333335
Visvader_BIOCARTA_CREB_PATHWAY_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.2749405057295485	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	71.16107207117726	0.3432861655287857	79.16957003565204	18	2	0.6000000000000001
Visvader_BIOCARTA_CSK_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.7333333333333334	0.22412100778315053	15.0	14.0	1.0	5.0	4.0	1.0	15.0	14.0	1.0	5.0	4.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	58.00779024975661	0.30759810346162797	70.93909408591378	18	2	0.7333333333333334
Visvader_BIOCARTA_CTCF_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.2794623415908122	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	72.33142958821021	0.3491045523158087	80.5114218971163	18	2	0.6000000000000001
Visvader_BIOCARTA_CTLA4_PATHWAY_weka_svm_weights_r_svm_rbf	0.026666666666666665	0.75	0.25	0.0	NA	0.25	0.0	0.43858060136542515	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	113.51497917693356	0.49933995699331685	115.15911116280314	15	5	0.0
Visvader_BIOCARTA_CTL_PATHWAY_weka_svm_weights_r_svm_rbf	0.64	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.3508119280046108	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	90.79838136589927	0.43329062286963427	99.92663776656724	15	5	0.1333333333333333
Visvader_BIOCARTA_CXCR4_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.24297733372091232	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	62.88825108070672	0.3276334297652733	75.55969441374897	18	2	0.6000000000000001
Visvader_BIOCARTA_CYTOKINE_PATHWAY_weka_svm_weights_r_svm_rbf	0.42666666666666664	0.6	0.25	-0.15000000000000002	NA	0.4	-0.230769230769231	0.43887115528613174	17.0	12.0	5.0	3.0	0.0	3.0	15.0	12.0	3.0	5.0	0.0	5.0	0.85	0.7058823529411765	0.29411764705882354	0.15	0.0	1.0	0.75	0.8	0.2	0.25	0.0	1.0	113.59018136817528	0.5264790846580861	121.4180090856275	12	8	-0.19999999999999996
Visvader_BIOCARTA_D4GDI_PATHWAY_weka_svm_weights_r_svm_rbf	0.56	0.75	0.25	0.0	NA	0.25	0.0	0.3765362425385631	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	97.45643924527515	0.441974152009943	101.92925639051131	15	5	0.0
Visvader_BIOCARTA_DC_PATHWAY_weka_svm_weights_r_svm_rbf	0.6133333333333333	0.6	0.25	-0.15000000000000002	NA	0.4	-0.230769230769231	0.412600326977764	17.0	12.0	5.0	3.0	0.0	3.0	15.0	12.0	3.0	5.0	0.0	5.0	0.85	0.7058823529411765	0.29411764705882354	0.15	0.0	1.0	0.75	0.8	0.2	0.25	0.0	1.0	106.79067286483304	0.4787303746233433	110.40607437108794	12	8	-0.19999999999999996
Visvader_BIOCARTA_DEATH_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.2475012322498415	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	64.05914246466486	0.32593855105121855	75.16881696942316	18	2	0.6000000000000001
Visvader_BIOCARTA_DNAFRAGMENT_PATHWAY_weka_svm_weights_r_svm_rbf	0.3333333333333333	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4010695947610682	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	103.80624805580588	0.47568848470050235	109.70454561324783	14	6	-0.06666666666666665
Visvader_BIOCARTA_DREAM_PATHWAY_weka_svm_weights_r_svm_rbf	0.2	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.4233380035163094	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	109.56983620422126	0.5037071525144543	116.16628542844099	13	7	-0.1333333333333333
Visvader_BIOCARTA_ECM_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.274369543938917	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	71.01329372536675	0.3471947006409651	80.07096681586846	17	3	0.3999999999999999
Visvader_BIOCARTA_EDG1_PATHWAY_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.25472556753132397	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	65.92897041987209	0.33326689692876493	76.85889961899396	18	2	0.6000000000000001
Visvader_BIOCARTA_EGFR_SMRTE_PATHWAY_weka_svm_weights_r_svm_rbf	0.76	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.28714718036859055	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	74.3204466836352	0.37067111675083353	85.48516044214931	15	5	0.1333333333333333
Visvader_BIOCARTA_EGF_PATHWAY_weka_svm_weights_r_svm_rbf	0.6933333333333334	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.3198074286166731	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	82.77368740666833	0.39907612085528354	92.03599816188745	16	4	0.3333333333333335
Visvader_BIOCARTA_EIF2_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.2802349566403077	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	72.53140054219729	0.35691027325240743	82.31159805457054	17	3	0.3999999999999999
Visvader_BIOCARTA_EIF4_PATHWAY_weka_svm_weights_r_svm_rbf	0.7066666666666667	0.75	0.25	0.0	NA	0.25	0.28571428571428564	0.31039816152275235	16.0	13.0	3.0	4.0	2.0	2.0	15.0	13.0	2.0	5.0	2.0	3.0	0.8	0.8125	0.1875	0.2	0.5	0.5	0.75	0.8666666666666667	0.13333333333333333	0.25	0.4	0.6	80.3383476882418	0.396703079019395	91.48872093172433	15	5	0.2666666666666666
Visvader_BIOCARTA_EIF_PATHWAY_weka_svm_weights_r_svm_rbf	0.8133333333333332	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5714285714285713	0.25230661210354605	16.0	14.0	2.0	4.0	3.0	1.0	15.0	14.0	1.0	5.0	3.0	2.0	0.8	0.875	0.125	0.2	0.75	0.25	0.75	0.9333333333333333	0.06666666666666667	0.25	0.6	0.4	65.30288783856486	0.3362664148212967	77.55065642632174	17	3	0.5333333333333332
Visvader_BIOCARTA_EPHA4_PATHWAY_weka_svm_weights_r_svm_rbf	0.6666666666666666	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.36440905492938014	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	94.3176377464278	0.43985219325019	101.43988460827167	14	6	-0.06666666666666665
Visvader_BIOCARTA_EPONFKB_PATHWAY_weka_svm_weights_r_svm_rbf	0.6	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.3497199143980386	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	90.51574255008059	0.4335561082879525	99.98786472101386	16	4	0.19999999999999996
Visvader_BIOCARTA_EPO_PATHWAY_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.3284722762672086	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	85.01635385739516	0.3996455847033189	92.16732943161793	15	5	0.1333333333333333
Visvader_BIOCARTA_ERK5_PATHWAY_weka_svm_weights_r_svm_rbf	0.49333333333333335	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.39090895696547356	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	101.17643592047551	0.47055425827718456	108.52047663751841	14	6	-0.06666666666666665
Visvader_BIOCARTA_ERK_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.95	0.25	0.19999999999999996	NA	0.050000000000000044	0.857142857142857	0.2592971746283933	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	67.11220990381945	0.33263279834424964	76.71266211414444	19	1	0.8
Visvader_BIOCARTA_ERYTH_PATHWAY_weka_svm_weights_r_svm_rbf	0.5333333333333333	0.65	0.25	-0.09999999999999998	NA	0.35	-0.1666666666666664	0.36414116369978067	18.0	13.0	5.0	2.0	0.0	2.0	15.0	13.0	2.0	5.0	0.0	5.0	0.9	0.7222222222222222	0.2777777777777778	0.1	0.0	1.0	0.75	0.8666666666666667	0.13333333333333333	0.25	0.0	1.0	94.24830119288441	0.45059370721084924	103.91712117411878	13	7	-0.1333333333333333
Visvader_BIOCARTA_ETC_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.95	0.25	0.19999999999999996	NA	0.050000000000000044	0.857142857142857	0.24277601050469544	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	62.83614389533293	0.32296660695064605	74.48341930345579	19	1	0.8
Visvader_BIOCARTA_ETS_PATHWAY_weka_svm_weights_r_svm_rbf	0.72	0.75	0.25	0.0	NA	0.25	0.28571428571428564	0.3019172763174231	16.0	13.0	3.0	4.0	2.0	2.0	15.0	13.0	2.0	5.0	2.0	3.0	0.8	0.8125	0.1875	0.2	0.5	0.5	0.75	0.8666666666666667	0.13333333333333333	0.25	0.4	0.6	78.14329504686245	0.3865109662001086	89.13818872074859	15	5	0.2666666666666666
Visvader_BIOCARTA_EXTRINSIC_PATHWAY_weka_svm_weights_r_svm_rbf	0.30666666666666664	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4108204195523893	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	106.32999094297135	0.4974820970902321	114.73064656246854	14	6	-0.06666666666666665
Visvader_BIOCARTA_FAS_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.95	0.25	0.19999999999999996	NA	0.050000000000000044	0.857142857142857	0.2524497410248042	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	65.3399329711258	0.32653126826221046	75.30551099166749	19	1	0.8
Visvader_BIOCARTA_FCER1_PATHWAY_weka_svm_weights_r_svm_rbf	0.76	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.2906423489353522	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	75.22507854797351	0.3697713888864319	85.27766280511506	16	4	0.3333333333333335
Visvader_BIOCARTA_FEEDER_PATHWAY_weka_svm_weights_r_svm_rbf	0.18666666666666668	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4151905077182442	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	107.46107258589849	0.4876266348956399	112.45775361542357	14	6	-0.06666666666666665
Visvader_BIOCARTA_FIBRINOLYSIS_PATHWAY_weka_svm_weights_r_svm_rbf	0.09333333333333334	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.4350401669425855	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	112.59863144396331	0.5073086322451743	116.9968682785655	14	6	-0.06666666666666665
Visvader_BIOCARTA_FMLP_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.95	0.25	0.19999999999999996	NA	0.050000000000000044	0.857142857142857	0.24264123102717652	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	62.80125979526922	0.3156663654238883	72.79981815413608	19	1	0.8
Visvader_BIOCARTA_FREE_PATHWAY_weka_svm_weights_r_svm_rbf	0.6533333333333333	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.34716431979953355	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	89.85429453634987	0.4224253555538327	97.42086087226852	14	6	-0.06666666666666665
Visvader_BIOCARTA_G1_PATHWAY_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.7333333333333334	0.2828981808434348	15.0	14.0	1.0	5.0	4.0	1.0	15.0	14.0	1.0	5.0	4.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	0.75	0.9333333333333333	0.06666666666666667	0.25	0.8	0.2	73.2207056300655	0.3645555111948022	84.07476319636211	18	2	0.7333333333333334
Visvader_BIOCARTA_G2_PATHWAY_weka_svm_weights_r_svm_rbf	0.7866666666666666	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.279551876085805	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	72.35460322220835	0.3548838862451373	81.84426728449918	17	3	0.3999999999999999
Visvader_BIOCARTA_GABA_PATHWAY_weka_svm_weights_r_svm_rbf	0.8400000000000001	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.29830492895869476	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	77.20833455401511	0.38050642300214543	87.75340497185795	15	5	0.1333333333333333
Visvader_BIOCARTA_GATA3_PATHWAY_weka_svm_weights_r_svm_rbf	0.6933333333333334	0.75	0.25	0.0	NA	0.25	0.0	0.34841276933140464	20.0	15.0	5.0	0.0	0.0	0.0	15.0	15.0	0.0	5.0	0.0	5.0	1.0	0.75	0.25	0.0	NaN	NaN	0.75	1.0	0.0	0.25	0.0	1.0	90.1774226504812	0.42272278994012397	97.48945598282366	15	5	0.0
Visvader_BIOCARTA_GCR_PATHWAY_weka_svm_weights_r_svm_rbf	0.72	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.31881536854705605	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	82.51691891806156	0.39374675927980163	90.8069265975105	16	4	0.3333333333333335
Visvader_BIOCARTA_GH_PATHWAY_weka_svm_weights_r_svm_rbf	0.7466666666666667	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.2943906106508695	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	76.1952168743427	0.37503377844786145	86.49128910519252	17	3	0.3999999999999999
Visvader_BIOCARTA_GLEEVEC_PATHWAY_weka_svm_weights_r_svm_rbf	0.8	0.9	0.25	0.15000000000000002	NA	0.09999999999999998	0.6923076923076923	0.25862907802878166	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	66.93929078391996	0.32951901582630727	75.99455329449451	18	2	0.6000000000000001
Visvader_BIOCARTA_GLYCOLYSIS_PATHWAY_weka_svm_weights_r_svm_rbf	0.7333333333333333	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.3120740307942587	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	80.77210208792579	0.3958169027394079	91.28434859719023	16	4	0.3333333333333335
Visvader_BIOCARTA_GPCR_PATHWAY_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.2854539459278286	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	73.88219776955563	0.36083095614197747	83.21579638757143	17	3	0.3999999999999999
Visvader_BIOCARTA_GRANULOCYTES_PATHWAY_weka_svm_weights_r_svm_rbf	0.52	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.39097744723965167	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	101.19416281496866	0.4540126310874972	104.70560250683401	14	6	-0.06666666666666665
Visvader_BIOCARTA_GSK3_PATHWAY_weka_svm_weights_r_svm_rbf	0.48	0.7	0.25	-0.050000000000000044	NA	0.30000000000000004	-0.09090909090909098	0.3829138886978839	19.0	14.0	5.0	1.0	0.0	1.0	15.0	14.0	1.0	5.0	0.0	5.0	0.95	0.7368421052631579	0.2631578947368421	0.05	0.0	1.0	0.75	0.9333333333333333	0.06666666666666667	0.25	0.0	1.0	99.10712413356995	0.4655209383497511	107.35967898669267	14	6	-0.06666666666666665
Visvader_BIOCARTA_HCMV_PATHWAY_weka_svm_weights_r_svm_rbf	0.8266666666666665	0.95	0.25	0.19999999999999996	NA	0.050000000000000044	0.857142857142857	0.18734558130225612	16.0	15.0	1.0	4.0	4.0	0.0	15.0	15.0	0.0	5.0	4.0	1.0	0.8	0.9375	0.0625	0.2	1.0	0.0	0.75	1.0	0.0	0.25	0.8	0.2	48.489444572348646	0.26849894415700754	61.92194180383994	19	1	0.8
Visvader_BIOCARTA_HDAC_PATHWAY_weka_svm_weights_r_svm_rbf	0.7066666666666667	0.75	0.25	0.0	NA	0.25	0.1666666666666668	0.33396206050854294	18.0	14.0	4.0	2.0	1.0	1.0	15.0	14.0	1.0	5.0	1.0	4.0	0.9	0.7777777777777778	0.2222222222222222	0.1	0.5	0.5	0.75	0.9333333333333333	0.06666666666666667	0.25	0.2	0.8	86.43723919044642	0.41226573128312943	95.07782125691908	15	5	0.1333333333333333
Visvader_BIOCARTA_HER2_PATHWAY_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.3846153846153847	0.26707938431065337	17.0	14.0	3.0	3.0	2.0	1.0	15.0	14.0	1.0	5.0	2.0	3.0	0.85	0.8235294117647058	0.17647058823529413	0.15	0.6666666666666666	0.3333333333333333	0.75	0.9333333333333333	0.06666666666666667	0.25	0.4	0.6	69.1264288804044	0.3456373969173164	79.71181728234075	16	4	0.3333333333333335
Visvader_BIOCARTA_HIF_PATHWAY_weka_svm_weights_r_svm_rbf	0.7733333333333333	0.85	0.25	0.09999999999999998	NA	0.15000000000000002	0.5	0.29138682170331953	18.0	15.0	3.0	2.0	2.0	0.0	15.0	15.0	0.0	5.0	2.0	3.0	0.9	0.8333333333333334	0.16666666666666666	0.1	1.0	0.0	0.75	1.0	0.0	0.25	0.4	0.6	75.41776561732976	0.3765378400561639	86.83815980023792	17	3	0.3999999999999999
Visvader_BIOCARTA_HIVNEF_PATHWAY_weka_svm_weights_r_svm_rbf	0.8133333333333332	0.9	0.25	0.15000000000000002	25	0.09999999999999998	0.6923076923076923	0.22871259383327067	17.0	15.0	2.0	3.0	3.0	0.0	15.0	15.0	0.0	5.0	3.0	2.0	0.85	0.8823529411764706	0.11764705882352941	0.15	1.0	0.0	0.75	1.0	0.0	0.25	0.6	0.4	59.19620075684653	0.3114758268641202	71.83338498755732	18	2	0.6000000000000001
Visvader_BIOCARTA_HSP27_PATHWAY_weka_svm_weights_r_svm_rbf	0.7066666666666667	0.8	0.25	0.050000000000000044	NA	0.19999999999999996	0.27272727272727293	0.33952040667891853	19.0	15.0	4.0	1.0	1.0	0.0	15.0	15.0	0.0	5.0	1.0	4.0	0.95	0.7894736842105263	0.21052631578947367	0.05	1.0	0.0	0.75	1.0	0.0	0.25	0.2	0.8	87.87586996395538	0.41188884146362953	94.99090192268181	16	4	0.19999999999999996
